id,Age,Gender,Income,Education,FamilyStatus,CurrentCar,AgeOfCurrentCar,MunicipalityType,FuturePurchase
306935,30,Male,22001,High school,Single,Purchased as used,1995,Urban,Used
310745,27,Male,22001,High school,Single,Purchased as used,1995,Rural,Used
142299,25,Male,17333.6666666667,High school,Single,Purchased as used,1994,Urban,Used
307198,26,Female,26000.5,High school,Single,Purchased as used,1993,Urban,Used
117806,32,Female,26750,High school,Single,Purchased as used,1993,Urban,Used
281165,28,Male,14501,High school,Single,Purchased as used,1993,Rural,Used
188488,28,Male,34500.5,High school,Single,Purchased as used,1993,Urban,Used
164575,27,Female,45001,High school,Single,Purchased as used,1992.5,Rural,Used
224601,23,Female,26000.5,High school,Single,Purchased as used,1992,Urban,Used
176160,24,Female,30000.5,High school,Single,Purchased as used,1992,Rural,Used
234899,26,Female,34500.5,High school,Single,Purchased as used,1992,Urban,Used
307456,21,Female,23000.3333333333,High school,Single,Purchased as a new,1992,Rural,Used
75265,26,Male,7001,High school,Single,Purchased as used,1992,Urban,Used
117697,26,Male,16500.5,High school,Single,Purchased as used,1992,Rural,Used
75281,20,Male,22001,High school,Single,Purchased as used,1992,Urban,Used
273647,24,Female,3500.5,High school,Single,Purchased as used,1991,Urban,Used
306982,23,Female,9001,High school,Single,Purchased as used,1991,Urban,Used
224602,21,Female,26000.5,High school,Single,Purchased as used,1991,Urban,Used
281246,35,Female,7001,High school,Single,Purchased as a new,1991,Urban,Used
306996,30,Male,26000.5,High school,Single,Purchased as a new,1991,Urban,Used
175849,26,Female,14501,High school,Single,Purchased as used,1990,Urban,Used
149123,30,Female,26000.5,High school,Single,Purchased as used,1990,Urban,Used
306169,38,Female,34500.5,High school,Single,Purchased as used,1990,Urban,Used
276945,24,Female,34500.5,High school,Single,Purchased as used,1990,Urban,Used
148796,26,Female,35666.6666666667,High school,Single,Purchased as used,1990,Urban,Used
307498,27,Male,52001,High school,Single,Purchased as used,1990,Urban,Used
147151,25,Female,53500,High school,Single,Purchased as used,1989.66666666667,Urban,Used
157133,23,Female,45001,High school,Single,Purchased as used,1989.5,Rural,Used
306410,22,Female,7001,High school,Single,Purchased as used,1989,Urban,Used
251212,21,Female,9000.33333333333,High school,Single,Purchased as used,1989,Urban,Used
175174,26,Female,13000.3333333333,High school,Single,Purchased as used,1989,Rural,Used
251215,22,Female,13000.3333333333,High school,Single,Purchased as used,1989,Urban,Used
145015,23,Female,17333.6666666667,High school,Single,Purchased as used,1989,Rural,Used
307161,21,Male,7333.66666666667,High school,Single,Purchased as used,1989,Rural,Used
174538,24,Male,16500.5,High school,Single,Purchased as used,1989,Urban,Used
133796,38,Male,20000.3333333333,High school,Single,Purchased as used,1989,Urban,Used
196605,29,Male,31000.3333333333,High school,Single,Purchased as used,1989,Rural,Used
145095,40,Male,22500.5,High school,Single,Purchased as a new,1989,Urban,Used
224545,22,Female,7001,High school,Single,Purchased as used,1988,Urban,Used
141018,25,Female,7001,High school,Single,Purchased as used,1988,Urban,Used
307359,26,Female,27001,High school,Single,Purchased as used,1988,Urban,Used
122991,36,Male,33001,High school,Single,Purchased as used,1988,Rural,Used
131883,24,Male,40000.5,High school,Single,Purchased as used,1988,Rural,Used
310098,25,Male,46500.5,High school,Single,Purchased as used,1988,Rural,Used
307062,24,Female,23000.3333333333,High school,Single,Purchased as used,1987,Urban,Used
193275,28,Female,26000.5,High school,Single,Purchased as used,1987,Urban,Used
178280,26,Female,26000.5,High school,Single,Purchased as a new,1987,Urban,Used
132192,24,Male,11501,High school,Single,Purchased as used,1987,Urban,Used
144718,40,Male,14501,High school,Single,Purchased as used,1987,Rural,Used
188163,20,Male,19500.5,High school,Single,Purchased as used,1987,Urban,Used
153997,23,Male,19500.5,High school,Single,Purchased as used,1987,Urban,Used
158525,24,Male,26000.5,High school,Single,Purchased as used,1987,Urban,Used
193666,30,Male,27001,High school,Single,Purchased as used,1987,Urban,Used
201446,39,Male,27001,High school,Single,Purchased as used,1987,Urban,Used
174929,22,Female,22500.5,High school,Single,Purchased as used,1986,Urban,Used
275225,25,Female,39001,High school,Single,Purchased as used,1986,Rural,Used
307525,20,Male,20000.3333333333,High school,Single,Purchased as used,1986,Rural,Used
307402,28,Male,33001,High school,Single,Purchased as used,1986,Rural,Used
148883,23,Female,33001,High school,Single,Purchased as used,1985,Urban,Used
37234,27,Female,53500,High school,Single,Purchased as used,1984,Urban,Used
307461,22,Male,15000.3333333333,High school,Single,Purchased as used,1984,Urban,Used
174574,23,Male,45001,High school,Single,Purchased as used,1984,Urban,Used
310016,30,Male,33001,High school,Single,Purchased as a new,1982,Rural,Used
149570,23,Female,15000.3333333333,High school,Single,Purchased as used,1981,Rural,Used
175208,22,Female,22500.5,High school,Single,Purchased as used,1980,Rural,Used
307524,22,Female,23000.3333333333,High school,Single,Purchased as a new,1980,Urban,Used
195772,21,Male,30000.5,High school,Single,Purchased as used,1980,Rural,Used
146922,26,Female,22500.5,High school,Single,Purchased as a new,1977,Urban,Used
276837,21,Female,3500.5,Craftsman,Single,Purchased as used,1990,Urban,Used
223624,19,Female,19500.5,Not finsihed high school,Single,Purchased as used,1994,Urban,Used
140972,36,Male,52001,Not finsihed high school,Single,Purchased as used,1988,Urban,Used
252120,19,Female,30000.5,Elementary school,Single,Purchased as a new,2007,Urban,Used
159199,19,Male,34500.5,Elementary school,Single,Purchased as used,2006,Urban,Used
226948,19,Female,46500.5,Elementary school,Single,Purchased as used,2003,Urban,Used
178220,28,Female,30000.5,Elementary school,Single,Purchased as used,2001,Rural,Used
276949,18,Male,26000.5,Elementary school,Single,Purchased as used,2001,Rural,Used
277554,18,Female,18001,Elementary school,Single,Purchased as used,1993,Urban,Used
175178,38,Female,39001,University,Divorced,Purchased as a new,2009,Urban,New
163463,43,Female,60001,University,Divorced,Purchased as a new,2009,Urban,New
281142,42,Female,80001,University,Divorced,Purchased as a new,2009,Urban,New
174263,47,Male,52001,University,Divorced,Purchased as used,2009,Urban,New
174542,41,Female,60001,University,Divorced,Purchased as a new,2007,Urban,New
174991,40,Female,60001,University,Divorced,Purchased as a new,2005,Urban,New
157620,49,Female,69001,University,Divorced,Purchased as a new,2005,Urban,New
310798,39,Female,33001,University,Divorced,Purchased as used,2003,Urban,New
174224,39,Female,33001,University,Divorced,Purchased as used,2003,Urban,New
136516,34,Female,16500.5,University,Divorced,Purchased as used,2002,Urban,New
43233,38,Female,31000.3333333333,University,Divorced,Purchased as used,2002,Urban,New
131805,36,Female,80001,University,Divorced,Purchased as used,2001,Urban,New
174397,48,Female,30000.5,University,Divorced,Purchased as used,2000,Urban,New
307009,39,Female,69001,University,Divorced,Purchased as used,1995,Urban,New
132055,36,Female,53500,University,Divorced,Purchased as a new,1991,Urban,New
117462,38,Female,23000.3333333333,University,Divorced,Purchased as a new,1990,Urban,New
39228,45,Female,26000.5,University,Divorced,Purchased as used,1989,Urban,New
142265,35,Female,30000.5,University,Divorced,Purchased as used,1984,Urban,New
251460,28,Female,9001,University,Divorced,Purchased as used,1974,Urban,New
184922,40,Male,23000.3333333333,College,Divorced,Purchased as a new,2007,Urban,New
37087,49,Male,80001,College,Divorced,Purchased as used,2006,Urban,New
131708,33,Female,52001,College,Divorced,Purchased as used,2001,Urban,New
259088,43,Female,39001,Unfinished university,Divorced,Purchased as a new,2009,Urban,New
183737,37,Male,40000.5,Unfinished university,Divorced,Purchased as a new,2007,Urban,New
224146,48,Female,7001,Unfinished university,Divorced,Purchased as used,2000,Urban,New
273505,28,Female,35666.6666666667,High school,Divorced,Purchased as a new,2013,Urban,New
307297,44,Female,52001,High school,Divorced,Purchased as a new,2010,Urban,New
272965,31,Female,26000.5,High school,Divorced,Purchased as used,2007,Urban,New
272035,48,Female,45001,High school,Divorced,Purchased as a new,2007,Urban,New
117500,47,Female,53500,High school,Divorced,Purchased as a new,2006.5,Urban,New
272000,41,Male,34500.5,High school,Divorced,Purchased as used,2004,Urban,New
306547,38,Female,17333.6666666667,High school,Divorced,Purchased as used,2002,Urban,New
153905,39,Female,18001,High school,Divorced,Purchased as used,2002,Urban,New
307362,44,Female,30000.5,High school,Divorced,Purchased as used,2002,Urban,New
60679,31,Female,53500,High school,Divorced,Purchased as used,2002,Urban,New
145794,39,Male,40000.5,High school,Divorced,Purchased as used,2002,Rural,New
175344,49,Male,52001,High school,Divorced,Purchased as used,2002,Urban,New
187828,42,Female,18001,High school,Divorced,Purchased as used,2000.33333333333,Rural,New
163812,43,Female,11000.5,High school,Divorced,Purchased as used,1998,Urban,New
118902,48,Female,52001,High school,Divorced,Purchased as used,1998,Urban,New
117415,44,Male,34500.5,High school,Divorced,Purchased as used,1998,Rural,New
310900,43,Female,69001,High school,Divorced,Purchased as used,1992,Urban,New
277017,37,Male,46500.5,High school,Divorced,Purchased as used,1990,Urban,New
118279,49,Female,7001,High school,Divorced,Purchased as used,1988,Urban,New
118433,36,Male,34500.5,High school,Divorced,Purchased as used,1988,Urban,New
247111,23,Female,27001,High school,Divorced,Purchased as a new,1986,Urban,New
310862,36,Female,53500,Craftsman,Divorced,Purchased as a new,2004,Urban,New
310683,37,Male,31000.3333333333,Not finsihed high school,Divorced,Purchased as used,2001.5,Urban,New
75283,24,Male,34500.5,Not finsihed high school,Divorced,Purchased as used,1993,Urban,New
145992,39,Male,53500,University,Merried,Purchased as a new,2013,Urban,New
251436,32,Male,53500,University,Merried,Purchased as a new,2013,Urban,New
43515,41,Female,2875.25,University,Merried,Purchased as used,2012,Urban,New
39256,30,Female,40000.5,University,Merried,Purchased as a new,2012,Urban,New
224542,39,Female,53500,University,Merried,Purchased as a new,2012,Urban,New
159707,36,Female,53500,University,Merried,Purchased as a new,2012,Urban,New
39297,49,Male,46500.5,University,Merried,Purchased as a new,2012,Urban,New
306513,38,Male,53500,University,Merried,Purchased as a new,2012,Urban,New
307529,42,Female,30000.5,University,Merried,Purchased as a new,2011,Urban,New
117946,29,Female,33001,University,Merried,Purchased as a new,2011,Urban,New
117425,39,Female,40000.5,University,Merried,Purchased as a new,2011,Urban,New
61544,32,Female,40000.5,University,Merried,Purchased as a new,2011,Urban,New
144924,30,Female,46500.5,University,Merried,Purchased as a new,2011,Urban,New
39258,40,Female,46500.5,University,Merried,Purchased as a new,2011,Urban,New
174664,40,Female,53500,University,Merried,Purchased as a new,2011,Urban,New
186835,32,Female,53500,University,Merried,Purchased as a new,2011,Urban,New
37065,37,Male,26000.5,University,Merried,Purchased as a new,2011,Urban,New
122962,38,Male,53500,University,Merried,Purchased as a new,2011,Urban,New
157482,36,Male,107000,University,Merried,Purchased as a new,2011,Urban,New
174898,35,Male,107000,University,Merried,Purchased as a new,2011,Urban,New
193694,35,Female,53500,University,Merried,Purchased as a new,2010.5,Urban,New
42896,38,Male,53500,University,Merried,Purchased as a new,2010.5,Rural,New
193707,31,Female,69001,University,Merried,Purchased as used,2010,Urban,New
174951,45,Female,22500.5,University,Merried,Purchased as a new,2010,Urban,New
224599,43,Female,53500,University,Merried,Purchased as a new,2010,Urban,New
123035,35,Female,80001,University,Merried,Purchased as a new,2010,Urban,New
310777,34,Male,46500.5,University,Merried,Purchased as used,2010,Urban,New
60213,33,Male,53500,University,Merried,Purchased as used,2010,Urban,New
252231,35,Male,53500,University,Merried,Purchased as used,2010,Urban,New
150497,45,Male,53500,University,Merried,Purchased as used,2010,Urban,New
73857,35,Male,46500.5,University,Merried,Purchased as a new,2010,Urban,New
174307,43,Male,52001,University,Merried,Purchased as a new,2010,Urban,New
164189,46,Male,53500,University,Merried,Purchased as a new,2010,Urban,New
141443,39,Male,53500,University,Merried,Purchased as a new,2010,Urban,New
37315,37,Male,53500,University,Merried,Purchased as a new,2010,Urban,New
145087,37,Male,69001,University,Merried,Purchased as a new,2010,Urban,New
131534,30,Male,80001,University,Merried,Purchased as a new,2010,Urban,New
183758,45,Male,107000,University,Merried,Purchased as a new,2010,Urban,New
159170,26,Female,46500.5,University,Merried,Purchased as used,2009,Urban,New
278802,26,Female,53500,University,Merried,Purchased as used,2009,Urban,New
150922,33,Female,4500.5,University,Merried,Purchased as a new,2009,Urban,New
183797,38,Female,40000.5,University,Merried,Purchased as a new,2009,Urban,New
132050,25,Female,40000.5,University,Merried,Purchased as a new,2009,Urban,New
224507,33,Female,46500.5,University,Merried,Purchased as a new,2009,Urban,New
145065,33,Female,46500.5,University,Merried,Purchased as a new,2009,Rural,New
201494,27,Female,46500.5,University,Merried,Purchased as a new,2009,Urban,New
252229,35,Female,53500,University,Merried,Purchased as a new,2009,Urban,New
37192,49,Female,53500,University,Merried,Purchased as a new,2009,Urban,New
157461,38,Female,53500,University,Merried,Purchased as a new,2009,Urban,New
117417,40,Female,53500,University,Merried,Purchased as a new,2009,Urban,New
224536,31,Female,69001,University,Merried,Purchased as a new,2009,Urban,New
153960,37,Male,5750.5,University,Merried,Purchased as a new,2009,Urban,New
37030,33,Male,34500.5,University,Merried,Purchased as a new,2009,Urban,New
276851,36,Male,46500.5,University,Merried,Purchased as a new,2009,Urban,New
66456,40,Male,46500.5,University,Merried,Purchased as a new,2009,Urban,New
156909,45,Male,53500,University,Merried,Purchased as a new,2009,Urban,New
33562,38,Male,53500,University,Merried,Purchased as a new,2009,Urban,New
195722,33,Male,53500,University,Merried,Purchased as a new,2009,Urban,New
193741,38,Male,53500,University,Merried,Purchased as a new,2009,Rural,New
131449,34,Female,53500,University,Merried,Purchased as a new,2008.5,Urban,New
174638,37,Female,53500,University,Merried,Purchased as a new,2008.5,Urban,New
77111,29,Male,53500,University,Merried,Purchased as a new,2008.5,Urban,New
131435,47,Female,1750.25,University,Merried,Purchased as used,2008,Urban,New
37303,40,Female,5750.5,University,Merried,Purchased as used,2008,Urban,New
193451,49,Female,53500,University,Merried,Purchased as used,2008,Urban,New
37263,45,Female,53500,University,Merried,Purchased as used,2008,Urban,New
174950,26,Female,26750,University,Merried,Purchased as a new,2008,Urban,New
117290,33,Female,40000.5,University,Merried,Purchased as a new,2008,Urban,New
148803,45,Female,46500.5,University,Merried,Purchased as a new,2008,Urban,New
188150,36,Female,46500.5,University,Merried,Purchased as a new,2008,Urban,New
154214,41,Female,53500,University,Merried,Purchased as a new,2008,Urban,New
67402,35,Female,53500,University,Merried,Purchased as a new,2008,Urban,New
44123,44,Male,53500,University,Merried,Purchased as used,2008,Urban,New
310748,44,Male,53500,University,Merried,Purchased as a new,2008,Urban,New
117735,46,Male,53500,University,Merried,Purchased as a new,2008,Urban,New
67409,40,Male,107000,University,Merried,Purchased as a new,2008,Urban,New
44102,32,Female,80001,University,Merried,Purchased as used,2007.66666666667,Urban,New
174219,41,Female,53500,University,Merried,Purchased as a new,2007.5,Urban,New
188294,28,Male,53500,University,Merried,Purchased as a new,2007.5,Urban,New
37182,35,Female,30000.5,University,Merried,Purchased as used,2007,Urban,New
176042,29,Female,52001,University,Merried,Purchased as used,2007,Urban,New
136495,32,Female,53500,University,Merried,Purchased as used,2007,Urban,New
276969,44,Female,53500,University,Merried,Purchased as used,2007,Urban,New
166014,32,Female,35666.6666666667,University,Merried,Purchased as a new,2007,Urban,New
260805,44,Female,46500.5,University,Merried,Purchased as a new,2007,Urban,New
149262,40,Female,53500,University,Merried,Purchased as a new,2007,Urban,New
193266,26,Female,53500,University,Merried,Purchased as a new,2007,Urban,New
307053,49,Female,60001,University,Merried,Purchased as a new,2007,Urban,New
67186,32,Male,53500,University,Merried,Purchased as used,2007,Urban,New
150354,40,Male,9001,University,Merried,Purchased as a new,2007,Urban,New
43236,39,Male,107000,University,Merried,Purchased as a new,2007,Urban,New
148825,46,Female,53500,University,Merried,Purchased as a new,2006.5,Urban,New
118303,41,Female,53500,University,Merried,Purchased as a new,2006.5,Urban,New
37271,38,Male,53500,University,Merried,Purchased as a new,2006.5,Urban,New
193443,37,Female,46500.5,University,Merried,Purchased as a new,2006.33333333333,Urban,New
117746,36,Female,107000,University,Merried,Purchased as a new,2006.33333333333,Urban,New
310023,27,Female,18001,University,Merried,Purchased as used,2006,Urban,New
131974,37,Female,26750,University,Merried,Purchased as used,2006,Urban,New
310726,38,Female,31000.3333333333,University,Merried,Purchased as used,2006,Urban,New
310025,25,Female,40000.5,University,Merried,Purchased as used,2006,Urban,New
117303,49,Female,53500,University,Merried,Purchased as used,2006,Urban,New
175045,40,Female,35666.6666666667,University,Merried,Purchased as a new,2006,Urban,New
252056,29,Female,46500.5,University,Merried,Purchased as a new,2006,Urban,New
178291,45,Female,52001,University,Merried,Purchased as a new,2006,Urban,New
176157,30,Male,30000.5,University,Merried,Purchased as used,2006,Urban,New
251148,26,Male,53500,University,Merried,Purchased as used,2006,Urban,New
45525,38,Male,53500,University,Merried,Purchased as a new,2006,Urban,New
150451,28,Female,34500.5,University,Merried,Purchased as a new,2005.5,Urban,New
63409,45,Female,46500.5,University,Merried,Purchased as a new,2005.5,Urban,New
37310,42,Male,53500,University,Merried,Purchased as a new,2005.5,Urban,New
153731,37,Male,93001,University,Merried,Purchased as a new,2005.5,Urban,New
37207,35,Female,33001,University,Merried,Purchased as used,2005,Urban,New
261068,28,Female,34500.5,University,Merried,Purchased as used,2005,Urban,New
117936,37,Female,35666.6666666667,University,Merried,Purchased as used,2005,Urban,New
185374,33,Female,40000.5,University,Merried,Purchased as used,2005,Urban,New
44131,39,Female,46500.5,University,Merried,Purchased as used,2005,Urban,New
148781,39,Female,53500,University,Merried,Purchased as used,2005,Urban,New
133901,29,Female,53500,University,Merried,Purchased as used,2005,Urban,New
306908,47,Female,53500,University,Merried,Purchased as used,2005,Urban,New
252248,26,Female,35666.6666666667,University,Merried,Purchased as a new,2005,Urban,New
162667,47,Female,53500,University,Merried,Purchased as a new,2005,Urban,New
122982,34,Female,53500,University,Merried,Purchased as a new,2005,Urban,New
184030,36,Male,52001,University,Merried,Purchased as used,2005,Urban,New
63613,33,Male,53500,University,Merried,Purchased as used,2005,Urban,New
193780,29,Male,69001,University,Merried,Purchased as used,2005,Urban,New
43239,40,Male,93001,University,Merried,Purchased as used,2005,Urban,New
68532,44,Male,53500,University,Merried,Purchased as a new,2005,Urban,New
310620,32,Male,26750,University,Merried,Purchased as a new,2004.5,Urban,New
145150,38,Female,3833.66666666667,University,Merried,Purchased as used,2004,Urban,New
162737,34,Female,11501,University,Merried,Purchased as used,2004,Urban,New
286845,36,Female,27001,University,Merried,Purchased as used,2004,Urban,New
177782,36,Female,33001,University,Merried,Purchased as used,2004,Urban,New
141026,45,Female,34500.5,University,Merried,Purchased as used,2004,Urban,New
251139,29,Female,39001,University,Merried,Purchased as used,2004,Urban,New
306819,33,Female,52001,University,Merried,Purchased as used,2004,Rural,New
193445,31,Female,53500,University,Merried,Purchased as used,2004,Urban,New
273519,31,Female,69001,University,Merried,Purchased as used,2004,Urban,New
150378,32,Female,80001,University,Merried,Purchased as used,2004,Urban,New
141034,35,Female,93001,University,Merried,Purchased as used,2004,Urban,New
183733,46,Female,40000.5,University,Merried,Purchased as a new,2004,Urban,New
117331,41,Male,3000.33333333333,University,Merried,Purchased as used,2004,Urban,New
131819,31,Male,21400,University,Merried,Purchased as used,2004,Urban,New
37190,30,Male,30000.5,University,Merried,Purchased as used,2004,Urban,New
33573,27,Male,53500,University,Merried,Purchased as used,2004,Urban,New
306745,40,Male,107000,University,Merried,Purchased as used,2004,Urban,New
37104,44,Male,22500.5,University,Merried,Purchased as a new,2004,Urban,New
140894,46,Male,53500,University,Merried,Purchased as a new,2004,Urban,New
195990,40,Male,40000.5,University,Merried,Purchased as a new,2003.66666666667,Urban,New
117281,31,Female,53500,University,Merried,Purchased as used,2003.5,Urban,New
44086,30,Male,53500,University,Merried,Purchased as used,2003.5,Urban,New
131896,32,Male,30000.5,University,Merried,Purchased as a new,2003.5,Urban,New
307021,44,Female,26667,University,Merried,Purchased as used,2003,Urban,New
45534,47,Female,35666.6666666667,University,Merried,Purchased as used,2003,Urban,New
149137,36,Female,40000.5,University,Merried,Purchased as used,2003,Urban,New
272010,34,Female,40000.5,University,Merried,Purchased as used,2003,Urban,New
223582,37,Female,53500,University,Merried,Purchased as used,2003,Urban,New
307237,33,Female,80001,University,Merried,Purchased as used,2003,Urban,New
310634,26,Male,27001,University,Merried,Purchased as used,2003,Urban,New
306798,41,Male,31000.3333333333,University,Merried,Purchased as used,2003,Urban,New
224620,41,Male,34500.5,University,Merried,Purchased as used,2003,Rural,New
37125,43,Male,34500.5,University,Merried,Purchased as used,2003,Urban,New
33563,38,Male,45001,University,Merried,Purchased as used,2003,Urban,New
33551,34,Male,46500.5,University,Merried,Purchased as used,2003,Urban,New
58261,47,Male,52001,University,Merried,Purchased as used,2003,Urban,New
227408,29,Male,107000,University,Merried,Purchased as used,2003,Urban,New
131582,43,Male,53500,University,Merried,Purchased as a new,2003,Urban,New
275171,33,Female,3500.5,University,Merried,Purchased as used,2002,Rural,New
193298,33,Female,3500.5,University,Merried,Purchased as used,2002,Urban,New
278828,41,Female,7001,University,Merried,Purchased as used,2002,Rural,New
118409,49,Female,35666.6666666667,University,Merried,Purchased as used,2002,Rural,New
37275,29,Female,53500,University,Merried,Purchased as used,2002,Urban,New
306551,34,Female,53500,University,Merried,Purchased as used,2002,Urban,New
141716,30,Female,53500,University,Merried,Purchased as used,2002,Urban,New
149094,27,Female,60001,University,Merried,Purchased as used,2002,Urban,New
307477,49,Male,5750.5,University,Merried,Purchased as used,2002,Urban,New
196627,29,Male,46500.5,University,Merried,Purchased as used,2002,Urban,New
157150,30,Male,53500,University,Merried,Purchased as used,2002,Urban,New
157344,37,Male,53500,University,Merried,Purchased as used,2002,Urban,New
117358,31,Male,53500,University,Merried,Purchased as used,2002,Urban,New
193428,41,Male,69001,University,Merried,Purchased as used,2002,Urban,New
153993,36,Female,39001,University,Merried,Purchased as used,2001.5,Urban,New
178094,34,Male,53500,University,Merried,Purchased as used,2001.5,Urban,New
252449,38,Female,34500.5,University,Merried,Purchased as used,2001,Urban,New
240935,38,Female,40000.5,University,Merried,Purchased as used,2001,Urban,New
306870,43,Female,40000.5,University,Merried,Purchased as used,2001,Urban,New
251456,32,Female,45001,University,Merried,Purchased as used,2001,Urban,New
223422,42,Female,46500.5,University,Merried,Purchased as used,2001,Urban,New
153768,35,Female,46500.5,University,Merried,Purchased as used,2001,Urban,New
163470,27,Female,52001,University,Merried,Purchased as used,2001,Urban,New
159168,29,Female,53500,University,Merried,Purchased as used,2001,Urban,New
149173,39,Female,69001,University,Merried,Purchased as used,2001,Urban,New
175954,49,Female,46500.5,University,Merried,Purchased as a new,2001,Urban,New
193469,48,Female,107000,University,Merried,Purchased as a new,2001,Urban,New
196148,35,Male,34500.5,University,Merried,Purchased as used,2001,Urban,New
57657,43,Male,34500.5,University,Merried,Purchased as used,2001,Urban,New
150511,33,Male,45001,University,Merried,Purchased as used,2001,Rural,New
310708,29,Male,46500.5,University,Merried,Purchased as used,2001,Urban,New
142029,28,Male,52001,University,Merried,Purchased as used,2001,Urban,New
166071,34,Male,53500,University,Merried,Purchased as used,2001,Urban,New
183938,33,Male,69001,University,Merried,Purchased as used,2001,Urban,New
141135,34,Male,93001,University,Merried,Purchased as used,2001,Urban,New
141425,45,Male,107000,University,Merried,Purchased as used,2001,Urban,New
260154,31,Female,46500.5,University,Merried,Purchased as used,2000.5,Urban,New
306918,27,Female,26000.5,University,Merried,Purchased as used,2000,Rural,New
68281,46,Female,40000.5,University,Merried,Purchased as used,2000,Urban,New
251492,27,Female,46500.5,University,Merried,Purchased as used,2000,Urban,New
306983,26,Female,52001,University,Merried,Purchased as used,2000,Urban,New
39352,37,Male,46500.5,University,Merried,Purchased as a new,2000,Urban,New
186888,32,Female,46500.5,University,Merried,Purchased as used,1999,Urban,New
306713,33,Female,40000.5,University,Merried,Purchased as a new,1999,Urban,New
277068,29,Female,46500.5,University,Merried,Purchased as a new,1999,Urban,New
133910,30,Male,3500.5,University,Merried,Purchased as used,1999,Urban,New
153753,34,Male,11000.5,University,Merried,Purchased as used,1999,Urban,New
306885,47,Male,40000.5,University,Merried,Purchased as used,1999,Urban,New
310096,29,Male,69001,University,Merried,Purchased as used,1999,Urban,New
133595,32,Male,46500.5,University,Merried,Purchased as a new,1999,Urban,New
306840,35,Male,46500.5,University,Merried,Purchased as a new,1999,Urban,New
117796,40,Male,46500.5,University,Merried,Purchased as a new,1999,Urban,New
33578,29,Male,22500.5,University,Merried,Purchased as a new,1998.66666666667,Urban,New
131431,42,Female,53500,University,Merried,Purchased as a new,1998.5,Urban,New
306678,34,Female,60001,University,Merried,Purchased as a new,1998.25,Urban,New
118402,39,Female,15000.3333333333,University,Merried,Purchased as used,1998,Rural,New
251972,25,Female,26000.5,University,Merried,Purchased as used,1998,Rural,New
267438,34,Female,69001,University,Merried,Purchased as used,1998,Urban,New
117487,30,Female,93001,University,Merried,Purchased as used,1998,Urban,New
185407,27,Female,22500.5,University,Merried,Purchased as used,1997,Rural,New
277062,36,Female,22500.5,University,Merried,Purchased as used,1997,Urban,New
117659,39,Female,23000.3333333333,University,Merried,Purchased as used,1997,Urban,New
193576,40,Female,45001,University,Merried,Purchased as used,1997,Urban,New
306878,41,Female,53500,University,Merried,Purchased as used,1997,Urban,New
260877,35,Female,53500,University,Merried,Purchased as used,1997,Urban,New
63000,37,Male,22001,University,Merried,Purchased as used,1997,Urban,New
37034,28,Female,45001,University,Merried,Purchased as used,1996.5,Rural,New
117350,48,Male,34500.5,University,Merried,Purchased as a new,1996.5,Rural,New
37042,48,Female,46500.5,University,Merried,Purchased as used,1996,Urban,New
183890,31,Female,46500.5,University,Merried,Purchased as used,1996,Urban,New
153895,39,Female,46500.5,University,Merried,Purchased as a new,1996,Urban,New
122963,35,Male,46500.5,University,Merried,Purchased as used,1996,Urban,New
310865,33,Male,60001,University,Merried,Purchased as used,1996,Urban,New
174240,48,Female,31000.3333333333,University,Merried,Purchased as a new,1995.5,Urban,New
151170,38,Female,7001,University,Merried,Purchased as used,1995,Urban,New
157166,36,Female,26750,University,Merried,Purchased as used,1995,Urban,New
26766,31,Female,40000.5,University,Merried,Purchased as used,1995,Urban,New
307429,48,Male,40000.5,University,Merried,Purchased as used,1995,Urban,New
153987,46,Male,53500,University,Merried,Purchased as used,1995,Urban,New
174381,42,Female,26667,University,Merried,Purchased as used,1994.5,Urban,New
132206,28,Male,40000.5,University,Merried,Purchased as used,1994,Rural,New
183845,32,Male,26750,University,Merried,Purchased as used,1993.5,Urban,New
224466,37,Female,34500.5,University,Merried,Purchased as used,1992.5,Urban,New
307181,49,Female,53500,University,Merried,Purchased as used,1992,Urban,New
261058,28,Female,19500.5,University,Merried,Purchased as used,1991,Rural,New
118207,42,Female,60001,University,Merried,Purchased as used,1991,Urban,New
200049,27,Female,60001,University,Merried,Purchased as a new,1991,Urban,New
44140,33,Male,30000.5,University,Merried,Purchased as used,1991,Rural,New
118249,34,Male,34500.5,University,Merried,Purchased as used,1991,Urban,New
159819,29,Male,34500.5,University,Merried,Purchased as used,1991,Urban,New
74630,35,Male,53500,University,Merried,Purchased as used,1991,Urban,New
306821,42,Female,52001,University,Merried,Purchased as used,1990,Urban,New
185504,35,Female,80001,University,Merried,Purchased as used,1990,Urban,New
183843,45,Male,60001,University,Merried,Purchased as used,1990,Urban,New
307380,38,Female,9000.5,University,Merried,Purchased as used,1989,Rural,New
197466,40,Female,30000.5,University,Merried,Purchased as used,1989,Urban,New
117798,31,Male,16500.5,University,Merried,Purchased as used,1989,Urban,New
117802,47,Male,39001,University,Merried,Purchased as used,1989,Urban,New
276922,40,Female,9001,University,Merried,Purchased as used,1988,Rural,New
252342,25,Female,11501,University,Merried,Purchased as used,1988,Urban,New
133732,44,Female,9000.5,University,Merried,Purchased as used,1987,Urban,New
306677,41,Female,7001,University,Merried,Purchased as used,1986,Rural,New
