id,Age,Gender,Income,Education,FamilyStatus,CurrentCar,AgeOfCurrentCar,MunicipalityType,FuturePurchase
117971,47,Male,30000.5,High school,Divorced,Purchased as used,1986,Urban,Used
223424,32,Male,34500.5,Elementary school,Divorced,Purchased as used,2004,Urban,Used
145995,35,Male,3500.5,No school,Divorced,Purchased as a new,1990.5,Urban,Used
131690,48,Male,53500,University,Merried,Purchased as a new,2012,Urban,Used
196525,29,Male,30000.5,University,Merried,Purchased as used,2010,Urban,Used
117291,27,Male,40000.5,University,Merried,Purchased as used,2010,Urban,Used
117901,49,Female,53500,University,Merried,Purchased as a new,2009,Urban,Used
55560,29,Female,53500,University,Merried,Purchased as used,2008,Urban,Used
140793,49,Male,40000.5,University,Merried,Purchased as a new,2008,Urban,Used
164224,27,Female,34500.5,University,Merried,Purchased as used,2007,Urban,Used
67952,37,Female,46500.5,University,Merried,Purchased as used,2007,Urban,Used
267419,38,Female,46500.5,University,Merried,Purchased as used,2007,Urban,Used
159833,25,Female,53500,University,Merried,Purchased as used,2007,Urban,Used
193585,42,Female,93001,University,Merried,Purchased as used,2007,Urban,Used
39230,25,Female,107000,University,Merried,Purchased as used,2007,Urban,Used
277007,44,Female,34500.5,University,Merried,Purchased as a new,2007,Urban,Used
163399,26,Female,5750.5,University,Merried,Purchased as used,2006,Urban,Used
241376,32,Female,26000.5,University,Merried,Purchased as used,2006,Urban,Used
149199,38,Female,30000.5,University,Merried,Purchased as used,2006,Urban,Used
140949,44,Female,46500.5,University,Merried,Purchased as used,2006,Urban,Used
63381,33,Female,53500,University,Merried,Purchased as used,2006,Urban,Used
158819,40,Female,30000.5,University,Merried,Purchased as a new,2006,Urban,Used
177972,38,Female,46500.5,University,Merried,Purchased as a new,2006,Urban,Used
307330,41,Male,53500,University,Merried,Purchased as used,2006,Urban,Used
183747,38,Male,53500,University,Merried,Purchased as used,2006,Urban,Used
33590,35,Male,93001,University,Merried,Purchased as used,2006,Urban,Used
123051,34,Male,93001,University,Merried,Purchased as used,2006,Urban,Used
145193,27,Female,34500.5,University,Merried,Purchased as used,2005.5,Urban,Used
131515,34,Female,46500.5,University,Merried,Purchased as a new,2005.5,Urban,Used
141817,29,Male,53500,University,Merried,Purchased as used,2005.5,Urban,Used
144730,38,Male,34500.5,University,Merried,Purchased as a new,2005.5,Urban,Used
136542,26,Female,93001,University,Merried,Purchased as used,2005.33333333333,Urban,Used
131613,31,Male,21400,University,Merried,Purchased as a new,2005.33333333333,Rural,Used
154560,30,Female,26000.5,University,Merried,Purchased as used,2005,Urban,Used
261050,28,Female,34500.5,University,Merried,Purchased as used,2005,Urban,Used
183940,42,Female,40000.5,University,Merried,Purchased as used,2005,Urban,Used
306642,45,Female,40000.5,University,Merried,Purchased as used,2005,Urban,Used
163735,42,Female,40000.5,University,Merried,Purchased as used,2005,Urban,Used
245948,32,Female,46500.5,University,Merried,Purchased as used,2005,Rural,Used
276996,30,Female,52001,University,Merried,Purchased as used,2005,Urban,Used
224592,48,Female,53500,University,Merried,Purchased as used,2005,Urban,Used
146909,34,Female,53500,University,Merried,Purchased as used,2005,Urban,Used
258973,49,Female,46500.5,University,Merried,Purchased as a new,2005,Urban,Used
184072,42,Male,9000.5,University,Merried,Purchased as used,2005,Urban,Used
278846,41,Male,14501,University,Merried,Purchased as used,2005,Urban,Used
310802,31,Male,40000.5,University,Merried,Purchased as used,2005,Urban,Used
145145,47,Male,46500.5,University,Merried,Purchased as used,2005,Urban,Used
37082,34,Male,53500,University,Merried,Purchased as used,2005,Urban,Used
42901,33,Male,53500,University,Merried,Purchased as used,2005,Urban,Used
307108,37,Male,53500,University,Merried,Purchased as used,2005,Urban,Used
58262,37,Male,69001,University,Merried,Purchased as used,2005,Urban,Used
176135,31,Female,40000.5,University,Merried,Purchased as used,2004.5,Urban,Used
183936,48,Female,53500,University,Merried,Purchased as used,2004.5,Urban,Used
132065,29,Female,5750.5,University,Merried,Purchased as used,2004,Urban,Used
163292,44,Female,26000.5,University,Merried,Purchased as used,2004,Urban,Used
166903,41,Female,40000.5,University,Merried,Purchased as used,2004,Urban,Used
174350,32,Female,46500.5,University,Merried,Purchased as used,2004,Urban,Used
117833,26,Female,53500,University,Merried,Purchased as used,2004,Urban,Used
183887,28,Female,53500,University,Merried,Purchased as used,2004,Urban,Used
175407,48,Female,53500,University,Merried,Purchased as used,2004,Urban,Used
117556,32,Female,60001,University,Merried,Purchased as used,2004,Urban,Used
133745,34,Male,21400,University,Merried,Purchased as used,2004,Urban,Used
39292,43,Male,40000.5,University,Merried,Purchased as used,2004,Urban,Used
187124,37,Male,45001,University,Merried,Purchased as used,2004,Urban,Used
37158,34,Male,46500.5,University,Merried,Purchased as used,2004,Urban,Used
306638,36,Male,46500.5,University,Merried,Purchased as used,2004,Urban,Used
310022,41,Male,46500.5,University,Merried,Purchased as used,2004,Urban,Used
307273,42,Male,53500,University,Merried,Purchased as used,2004,Urban,Used
43522,31,Male,53500,University,Merried,Purchased as used,2004,Urban,Used
63592,37,Male,93001,University,Merried,Purchased as used,2004,Urban,Used
33019,30,Male,107000,University,Merried,Purchased as used,2004,Urban,Used
44019,37,Female,45001,University,Merried,Purchased as used,2003.5,Urban,Used
131523,27,Female,53500,University,Merried,Purchased as used,2003.5,Urban,Used
188352,23,Female,30000.5,University,Merried,Purchased as a new,2003.5,Urban,Used
306877,42,Female,53500,University,Merried,Purchased as a new,2003.5,Urban,Used
159139,33,Female,13500.5,University,Merried,Purchased as used,2003,Urban,Used
258959,29,Female,23000.3333333333,University,Merried,Purchased as used,2003,Rural,Used
307219,28,Female,26667,University,Merried,Purchased as used,2003,Urban,Used
306865,32,Female,40000.5,University,Merried,Purchased as used,2003,Urban,Used
117705,49,Female,46500.5,University,Merried,Purchased as used,2003,Urban,Used
131861,28,Female,46500.5,University,Merried,Purchased as used,2003,Urban,Used
39320,38,Female,46500.5,University,Merried,Purchased as used,2003,Urban,Used
188448,45,Female,53500,University,Merried,Purchased as used,2003,Urban,Used
117908,41,Female,53500,University,Merried,Purchased as used,2003,Urban,Used
157474,34,Female,53500,University,Merried,Purchased as used,2003,Rural,Used
224236,28,Female,69001,University,Merried,Purchased as used,2003,Urban,Used
273591,34,Female,80001,University,Merried,Purchased as used,2003,Urban,Used
310775,41,Female,107000,University,Merried,Purchased as used,2003,Urban,Used
141308,42,Female,34500.5,University,Merried,Purchased as a new,2003,Rural,Used
131646,27,Male,26750,University,Merried,Purchased as used,2003,Urban,Used
226913,38,Male,34500.5,University,Merried,Purchased as used,2003,Urban,Used
141640,42,Male,35666.6666666667,University,Merried,Purchased as used,2003,Rural,Used
144702,41,Male,40000.5,University,Merried,Purchased as used,2003,Urban,Used
307010,37,Male,40000.5,University,Merried,Purchased as used,2003,Urban,Used
150302,41,Male,46500.5,University,Merried,Purchased as used,2003,Urban,Used
307188,41,Male,46500.5,University,Merried,Purchased as used,2003,Urban,Used
133836,38,Male,52001,University,Merried,Purchased as used,2003,Urban,Used
197025,34,Male,53500,University,Merried,Purchased as used,2003,Urban,Used
223581,37,Male,53500,University,Merried,Purchased as used,2003,Urban,Used
261096,45,Female,34500.5,University,Merried,Purchased as used,2002.5,Urban,Used
157451,29,Female,27001,University,Merried,Purchased as used,2002,Urban,Used
239554,29,Female,30000.5,University,Merried,Purchased as used,2002,Urban,Used
284238,42,Female,33001,University,Merried,Purchased as used,2002,Urban,Used
272025,38,Female,33001,University,Merried,Purchased as used,2002,Urban,Used
195819,41,Female,34500.5,University,Merried,Purchased as used,2002,Urban,Used
307471,44,Female,40000.5,University,Merried,Purchased as used,2002,Urban,Used
307292,44,Female,40000.5,University,Merried,Purchased as used,2002,Urban,Used
117849,35,Female,40000.5,University,Merried,Purchased as used,2002,Urban,Used
188461,29,Female,40000.5,University,Merried,Purchased as used,2002,Urban,Used
307458,27,Female,45001,University,Merried,Purchased as used,2002,Urban,Used
140829,26,Female,46500.5,University,Merried,Purchased as used,2002,Urban,Used
260868,38,Female,46500.5,University,Merried,Purchased as used,2002,Urban,Used
278851,49,Female,46500.5,University,Merried,Purchased as used,2002,Urban,Used
306496,34,Female,46500.5,University,Merried,Purchased as used,2002,Urban,Used
60167,32,Female,46500.5,University,Merried,Purchased as used,2002,Urban,Used
186923,29,Female,52001,University,Merried,Purchased as used,2002,Urban,Used
306794,36,Female,53500,University,Merried,Purchased as used,2002,Urban,Used
39284,28,Female,53500,University,Merried,Purchased as used,2002,Urban,Used
122968,36,Female,53500,University,Merried,Purchased as used,2002,Urban,Used
141657,47,Female,53500,University,Merried,Purchased as used,2002,Urban,Used
160021,28,Female,53500,University,Merried,Purchased as used,2002,Urban,Used
193654,38,Female,69001,University,Merried,Purchased as used,2002,Urban,Used
67396,40,Female,107000,University,Merried,Purchased as used,2002,Urban,Used
259271,37,Female,107000,University,Merried,Purchased as used,2002,Urban,Used
246023,32,Male,7001,University,Merried,Purchased as used,2002,Urban,Used
306965,39,Male,19500.5,University,Merried,Purchased as used,2002,Urban,Used
306452,33,Male,26000.5,University,Merried,Purchased as used,2002,Urban,Used
193632,33,Male,30000.5,University,Merried,Purchased as used,2002,Urban,Used
131830,34,Male,33001,University,Merried,Purchased as used,2002,Urban,Used
193520,36,Male,40000.5,University,Merried,Purchased as used,2002,Urban,Used
57690,34,Male,45001,University,Merried,Purchased as used,2002,Urban,Used
117329,31,Male,46500.5,University,Merried,Purchased as used,2002,Urban,Used
183750,48,Male,46500.5,University,Merried,Purchased as used,2002,Urban,Used
32998,36,Male,46500.5,University,Merried,Purchased as used,2002,Urban,Used
131743,33,Male,46500.5,University,Merried,Purchased as used,2002,Urban,Used
174413,46,Male,53500,University,Merried,Purchased as used,2002,Urban,Used
117516,42,Male,53500,University,Merried,Purchased as used,2002,Urban,Used
252426,36,Male,53500,University,Merried,Purchased as used,2002,Urban,Used
37051,32,Male,53500,University,Merried,Purchased as used,2002,Urban,Used
131936,34,Male,35666.6666666667,University,Merried,Purchased as a new,2002,Urban,Used
46357,39,Male,53500,University,Merried,Purchased as a new,2002,Urban,Used
150618,44,Female,34500.5,University,Merried,Purchased as used,2001.5,Urban,Used
140911,30,Female,53500,University,Merried,Purchased as used,2001.5,Rural,Used
174800,37,Male,34500.5,University,Merried,Purchased as a new,2001.5,Urban,Used
131714,32,Female,5750.5,University,Merried,Purchased as used,2001,Urban,Used
260872,38,Female,19500.5,University,Merried,Purchased as used,2001,Urban,Used
75172,32,Female,26000.5,University,Merried,Purchased as used,2001,Rural,Used
272938,28,Female,30000.5,University,Merried,Purchased as used,2001,Urban,Used
273604,27,Female,30000.5,University,Merried,Purchased as used,2001,Urban,Used
193569,33,Female,31000.3333333333,University,Merried,Purchased as used,2001,Urban,Used
196147,28,Female,34500.5,University,Merried,Purchased as used,2001,Urban,Used
310766,43,Female,40000.5,University,Merried,Purchased as used,2001,Urban,Used
174294,45,Female,40000.5,University,Merried,Purchased as used,2001,Urban,Used
68286,31,Female,40000.5,University,Merried,Purchased as used,2001,Urban,Used
37287,39,Female,40000.5,University,Merried,Purchased as used,2001,Urban,Used
71297,35,Female,40000.5,University,Merried,Purchased as used,2001,Urban,Used
174302,32,Female,46500.5,University,Merried,Purchased as used,2001,Urban,Used
259339,29,Female,52001,University,Merried,Purchased as used,2001,Urban,Used
118869,40,Female,53500,University,Merried,Purchased as used,2001,Urban,Used
165295,33,Female,53500,University,Merried,Purchased as used,2001,Urban,Used
193517,32,Female,53500,University,Merried,Purchased as used,2001,Urban,Used
175876,31,Female,60001,University,Merried,Purchased as used,2001,Urban,Used
117581,31,Female,69001,University,Merried,Purchased as used,2001,Urban,Used
286842,41,Female,93001,University,Merried,Purchased as used,2001,Urban,Used
37284,30,Male,26000.5,University,Merried,Purchased as used,2001,Rural,Used
183866,27,Male,26750,University,Merried,Purchased as used,2001,Urban,Used
117712,31,Male,46500.5,University,Merried,Purchased as used,2001,Urban,Used
223587,37,Male,46500.5,University,Merried,Purchased as used,2001,Urban,Used
141632,30,Male,52001,University,Merried,Purchased as used,2001,Urban,Used
61553,33,Male,53500,University,Merried,Purchased as used,2001,Urban,Used
310099,27,Male,53500,University,Merried,Purchased as used,2001,Urban,Used
118470,32,Male,53500,University,Merried,Purchased as used,2001,Urban,Used
118078,35,Male,60001,University,Merried,Purchased as used,2001,Urban,Used
37282,44,Male,60001,University,Merried,Purchased as used,2001,Urban,Used
175448,31,Male,107000,University,Merried,Purchased as used,2001,Urban,Used
117444,27,Female,9001,University,Merried,Purchased as used,2000.75,Urban,Used
193461,29,Female,3500.5,University,Merried,Purchased as used,2000,Urban,Used
61493,38,Female,7001,University,Merried,Purchased as used,2000,Urban,Used
196233,44,Female,30000.5,University,Merried,Purchased as used,2000,Urban,Used
37147,30,Female,40000.5,University,Merried,Purchased as used,2000,Rural,Used
118048,38,Female,45001,University,Merried,Purchased as used,2000,Urban,Used
251719,40,Female,46500.5,University,Merried,Purchased as used,2000,Rural,Used
117280,30,Female,46500.5,University,Merried,Purchased as used,2000,Urban,Used
174325,30,Female,60001,University,Merried,Purchased as used,2000,Rural,Used
118892,34,Female,69001,University,Merried,Purchased as used,2000,Urban,Used
281239,28,Female,46500.5,University,Merried,Purchased as a new,2000,Urban,Used
147495,31,Female,53500,University,Merried,Purchased as a new,2000,Urban,Used
223620,25,Male,35666.6666666667,University,Merried,Purchased as used,2000,Urban,Used
310782,27,Male,46500.5,University,Merried,Purchased as used,2000,Urban,Used
278833,47,Male,30000.5,University,Merried,Purchased as used,1999.5,Rural,Used
201709,27,Female,22500.5,University,Merried,Purchased as used,1999,Urban,Used
201454,35,Male,20000.3333333333,University,Merried,Purchased as used,1999,Urban,Used
68435,35,Male,34500.5,University,Merried,Purchased as used,1999,Urban,Used
307213,38,Male,40000.5,University,Merried,Purchased as a new,1999,Urban,Used
193521,26,Female,19500.5,University,Merried,Purchased as used,1998.5,Rural,Used
176098,39,Female,20000.3333333333,University,Merried,Purchased as used,1998,Rural,Used
136465,25,Female,27001,University,Merried,Purchased as used,1998,Urban,Used
39212,43,Female,30000.5,University,Merried,Purchased as used,1998,Urban,Used
58256,32,Female,39001,University,Merried,Purchased as used,1998,Urban,Used
306727,30,Female,39001,University,Merried,Purchased as used,1998,Rural,Used
273524,33,Female,40000.5,University,Merried,Purchased as used,1998,Urban,Used
157204,30,Female,46500.5,University,Merried,Purchased as used,1998,Urban,Used
117781,33,Female,52001,University,Merried,Purchased as used,1998,Urban,Used
133574,31,Female,60001,University,Merried,Purchased as used,1998,Urban,Used
58323,43,Male,3625.25,University,Merried,Purchased as used,1998,Urban,Used
272047,29,Male,22001,University,Merried,Purchased as used,1998,Urban,Used
67411,49,Male,33001,University,Merried,Purchased as used,1998,Urban,Used
174862,35,Male,40000.5,University,Merried,Purchased as used,1998,Urban,Used
310628,45,Male,53500,University,Merried,Purchased as used,1998,Urban,Used
159110,38,Female,4500.5,University,Merried,Purchased as used,1997,Urban,Used
307389,34,Female,22500.5,University,Merried,Purchased as used,1997,Rural,Used
306896,28,Female,27001,University,Merried,Purchased as used,1997,Urban,Used
188509,38,Female,45001,University,Merried,Purchased as used,1997,Urban,Used
37187,31,Female,34500.5,University,Merried,Purchased as a new,1997,Urban,Used
174830,43,Male,17333.6666666667,University,Merried,Purchased as used,1997,Urban,Used
123017,30,Male,20000.3333333333,University,Merried,Purchased as used,1997,Urban,Used
307092,30,Male,34500.5,University,Merried,Purchased as used,1997,Urban,Used
148801,33,Male,46500.5,University,Merried,Purchased as used,1997,Urban,Used
72157,33,Male,53500,University,Merried,Purchased as used,1997,Urban,Used
72094,28,Female,13500.5,University,Merried,Purchased as used,1996.5,Urban,Used
117321,31,Female,22001,University,Merried,Purchased as used,1996,Urban,Used
193770,27,Female,40000.5,University,Merried,Purchased as used,1996,Urban,Used
31105,35,Female,53500,University,Merried,Purchased as used,1996,Urban,Used
307018,42,Female,53500,University,Merried,Purchased as used,1996,Urban,Used
307203,37,Female,46500.5,University,Merried,Purchased as a new,1996,Urban,Used
309972,42,Male,40000.5,University,Merried,Purchased as used,1996,Urban,Used
141316,37,Male,34500.5,University,Merried,Purchased as used,1995.5,Rural,Used
77134,36,Female,35666.6666666667,University,Merried,Purchased as used,1995,Urban,Used
44074,41,Female,45001,University,Merried,Purchased as used,1995,Urban,Used
37052,30,Female,53500,University,Merried,Purchased as used,1995,Urban,Used
150486,27,Female,52001,University,Merried,Purchased as used,1994.5,Urban,Used
174684,41,Male,31000.3333333333,University,Merried,Purchased as used,1994.5,Urban,Used
178164,40,Male,53500,University,Merried,Purchased as used,1994.5,Urban,Used
178242,30,Male,53500,University,Merried,Purchased as used,1994.5,Urban,Used
133843,45,Male,53500,University,Merried,Purchased as used,1994.5,Urban,Used
175196,25,Female,11501,University,Merried,Purchased as used,1994,Urban,Used
118361,33,Female,16500.5,University,Merried,Purchased as used,1994,Urban,Used
201739,40,Female,46500.5,University,Merried,Purchased as used,1994,Urban,Used
310723,38,Male,7001,University,Merried,Purchased as a new,1994,Urban,Used
167176,30,Female,46500.5,University,Merried,Purchased as used,1993.5,Urban,Used
32652,34,Male,21400,University,Merried,Purchased as used,1993.5,Rural,Used
310764,31,Male,40000.5,University,Merried,Purchased as used,1993,Rural,Used
306757,30,Female,45001,University,Merried,Purchased as used,1992,Urban,Used
259080,28,Female,45001,University,Merried,Purchased as used,1992,Urban,Used
140947,27,Female,46500.5,University,Merried,Purchased as used,1992,Urban,Used
141602,37,Male,33001,University,Merried,Purchased as used,1992,Urban,Used
235949,35,Male,40000.5,University,Merried,Purchased as used,1992,Urban,Used
157200,30,Female,7001,University,Merried,Purchased as used,1991,Urban,Used
178206,32,Female,26000.5,University,Merried,Purchased as used,1991,Rural,Used
193314,40,Female,31000.3333333333,University,Merried,Purchased as used,1991,Urban,Used
159144,25,Female,33001,University,Merried,Purchased as used,1991,Urban,Used
306938,32,Female,34500.5,University,Merried,Purchased as used,1991,Rural,Used
33621,38,Female,34500.5,University,Merried,Purchased as used,1991,Urban,Used
117739,30,Female,16500.5,University,Merried,Purchased as a new,1991,Rural,Used
49205,31,Female,39001,University,Merried,Purchased as a new,1991,Urban,Used
310009,41,Male,53500,University,Merried,Purchased as used,1991,Urban,Used
174293,27,Female,22001,University,Merried,Purchased as used,1990,Urban,Used
166077,33,Male,22500.5,University,Merried,Purchased as used,1990,Urban,Used
163423,39,Female,34500.5,University,Merried,Purchased as used,1989,Urban,Used
175363,37,Male,26000.5,University,Merried,Purchased as used,1989,Urban,Used
57694,37,Male,26750,University,Merried,Purchased as used,1989,Urban,Used
140859,44,Male,34500.5,University,Merried,Purchased as used,1989,Urban,Used
142217,28,Male,17250.25,University,Merried,Purchased as a new,1988.5,Rural,Used
246051,33,Female,22001,University,Merried,Purchased as used,1988,Urban,Used
157714,35,Female,3500.5,University,Merried,Purchased as used,1987,Urban,Used
306700,30,Female,30000.5,University,Merried,Purchased as used,1987,Urban,Used
276786,29,Female,33001,University,Merried,Purchased as used,1987,Urban,Used
118198,32,Female,34500.5,University,Merried,Purchased as used,1987,Rural,Used
188335,36,Male,34500.5,University,Merried,Purchased as used,1987,Urban,Used
144774,28,Female,22001,University,Merried,Purchased as used,1986,Urban,Used
174287,28,Female,23250.25,University,Merried,Purchased as used,1986,Rural,Used
252172,28,Female,26000.5,University,Merried,Purchased as used,1986,Urban,Used
307120,31,Female,27001,University,Merried,Purchased as used,1986,Urban,Used
140926,36,Female,34500.5,University,Merried,Purchased as used,1986,Rural,Used
118829,38,Male,26000.5,University,Merried,Purchased as used,1986,Urban,Used
150630,39,Male,34500.5,University,Merried,Purchased as used,1986,Urban,Used
251628,49,Female,23000.3333333333,University,Merried,Purchased as used,1985,Urban,Used
177745,32,Female,69001,University,Merried,Purchased as used,1985,Rural,Used
193326,46,Male,26000.5,University,Merried,Purchased as a new,1985,Urban,Used
306973,28,Female,45001,University,Merried,Purchased as used,1984,Urban,Used
176123,33,Female,39001,University,Merried,Purchased as used,1980,Urban,Used
44108,42,Female,40000.5,College,Merried,Purchased as used,2013,Urban,Used
163107,31,Female,26000.5,College,Merried,Purchased as used,2009,Urban,Used
118076,46,Male,53500,College,Merried,Purchased as used,2009,Urban,Used
156933,37,Male,45001,College,Merried,Purchased as a new,2009,Urban,Used
281161,46,Female,40000.5,College,Merried,Purchased as used,2008,Urban,Used
193563,33,Female,40000.5,College,Merried,Purchased as a new,2008,Urban,Used
306481,34,Female,53500,College,Merried,Purchased as used,2007,Urban,Used
37224,45,Male,53500,College,Merried,Purchased as used,2007,Urban,Used
153826,43,Male,30000.5,College,Merried,Purchased as a new,2007,Urban,Used
276829,34,Female,30000.5,College,Merried,Purchased as used,2006,Urban,Used
118343,31,Male,40000.5,College,Merried,Purchased as used,2006,Urban,Used
176039,43,Male,53500,College,Merried,Purchased as used,2006,Urban,Used
39249,40,Male,53500,College,Merried,Purchased as used,2006,Urban,Used
186869,22,Male,30000.5,College,Merried,Purchased as a new,2006,Urban,Used
33202,29,Male,40000.5,College,Merried,Purchased as a new,2006,Urban,Used
193558,45,Male,46500.5,College,Merried,Purchased as a new,2005.5,Urban,Used
37265,38,Female,19500.5,College,Merried,Purchased as used,2005,Urban,Used
136529,46,Female,39001,College,Merried,Purchased as used,2005,Urban,Used
159082,25,Female,46500.5,College,Merried,Purchased as used,2005,Urban,Used
193522,37,Female,46500.5,College,Merried,Purchased as used,2005,Urban,Used
175897,46,Female,46500.5,College,Merried,Purchased as used,2005,Urban,Used
57675,36,Female,52001,College,Merried,Purchased as used,2005,Urban,Used
310896,46,Male,40000.5,College,Merried,Purchased as used,2005,Urban,Used
306846,41,Male,11000.5,College,Merried,Purchased as a new,2005,Urban,Used
310062,32,Female,17250.25,College,Merried,Purchased as a new,2004.5,Rural,Used
141053,27,Female,52001,College,Merried,Purchased as used,2004,Urban,Used
132005,36,Female,53500,College,Merried,Purchased as used,2004,Urban,Used
174567,34,Male,53500,College,Merried,Purchased as used,2004,Rural,Used
118746,28,Female,34500.5,College,Merried,Purchased as used,2003,Urban,Used
118893,32,Female,40000.5,College,Merried,Purchased as used,2003,Urban,Used
201760,26,Female,46500.5,College,Merried,Purchased as used,2003,Urban,Used
306544,31,Female,52001,College,Merried,Purchased as used,2003,Urban,Used
261067,27,Male,19500.5,College,Merried,Purchased as used,2003,Urban,Used
62991,35,Male,26000.5,College,Merried,Purchased as used,2003,Urban,Used
184283,38,Male,26750,College,Merried,Purchased as used,2003,Urban,Used
183824,48,Male,34500.5,College,Merried,Purchased as used,2003,Urban,Used
186685,49,Male,45001,College,Merried,Purchased as used,2003,Urban,Used
157479,34,Male,53500,College,Merried,Purchased as used,2003,Urban,Used
165281,34,Female,5750.5,College,Merried,Purchased as used,2002,Urban,Used
201652,34,Female,26000.5,College,Merried,Purchased as used,2002,Urban,Used
150291,42,Female,34500.5,College,Merried,Purchased as used,2002,Rural,Used
41582,32,Female,45001,College,Merried,Purchased as used,2002,Urban,Used
252053,31,Female,45001,College,Merried,Purchased as used,2002,Urban,Used
150631,34,Female,46500.5,College,Merried,Purchased as used,2002,Urban,Used
224454,32,Female,60001,College,Merried,Purchased as used,2002,Urban,Used
184157,28,Female,23250.25,College,Merried,Purchased as a new,2002,Urban,Used
159887,39,Male,9000.5,College,Merried,Purchased as used,2002,Urban,Used
141433,33,Male,30000.5,College,Merried,Purchased as used,2002,Urban,Used
149521,38,Male,34500.5,College,Merried,Purchased as used,2002,Urban,Used
33587,34,Male,45001,College,Merried,Purchased as used,2002,Urban,Used
144843,29,Male,53500,College,Merried,Purchased as used,2002,Urban,Used
131491,31,Male,34500.5,College,Merried,Purchased as used,2001.5,Urban,Used
118224,35,Male,39001,College,Merried,Purchased as used,2001.5,Urban,Used
118044,44,Female,53500,College,Merried,Purchased as a new,2001.33333333333,Urban,Used
310909,25,Female,11501,College,Merried,Purchased as used,2001,Urban,Used
183999,48,Female,26750,College,Merried,Purchased as used,2001,Rural,Used
