State,Gender,Year,Name,Frequency
GA,male,2016,Sawyer,148
IA,male,2016,Noah,148
IL,female,2016,Lydia,148
IN,female,2016,Lucy,148
KS,female,2016,Charlotte,148
FL,male,2017,Kingston,148
GA,male,2017,Tristan,148
IL,female,2017,Madeline,148
LA,male,2010,Carter,148
MA,male,2010,Justin,148
MD,female,2010,Ella,148
MN,male,2010,Zachary,148
MO,female,2010,Layla,148
MO,female,2010,Zoey,148
KY,male,2011,Charles,148
MD,male,2011,Jason,148
MD,male,2011,Thomas,148
MN,female,2011,Anna,148
LA,female,2012,Brooklyn,148
MA,male,2012,Christian,148
MD,male,2012,Luke,148
MN,female,2012,Chloe,148
MN,male,2012,Matthew,148
MA,female,2013,Evelyn,148
MI,female,2013,Kaylee,148
MN,female,2013,Lillian,148
MN,male,2013,Hunter,148
MN,male,2013,Jaxon,148
MN,male,2013,John,148
KY,female,2014,Ella,148
KY,male,2014,Braxton,148
MD,female,2014,Skylar,148
MN,female,2014,Addison,148
MO,male,2014,Colton,148
KY,male,2015,Oliver,148
LA,male,2015,Levi,148
MA,male,2015,Caleb,148
MA,male,2015,Gavin,148
MA,male,2015,Sebastian,148
MI,female,2015,Mila,148
MI,male,2015,Julian,148
KY,female,2016,Evelyn,148
MA,female,2016,Scarlett,148
MA,male,2016,Robert,148
MD,female,2016,Skylar,148
MD,male,2016,Cameron,148
MI,male,2016,Bryson,148
MI,male,2016,Evan,148
MD,male,2017,Anthony,148
MI,female,2017,Lucy,148
MN,female,2017,Abigail,148
MO,male,2017,Connor,148
NC,female,2010,Kylie,148
NC,male,2010,Hayden,148
NY,female,2010,Caroline,148
NY,female,2010,Jenna,148
NY,male,2010,Jeffrey,148
NC,male,2011,Nolan,148
NJ,female,2011,Arianna,148
NY,female,2011,Daniella,148
NY,female,2011,Sabrina,148
NY,male,2011,Jonah,148
NY,male,2011,Juan,148
MS,female,2012,Ava,148
NJ,male,2012,Isaiah,148
NY,female,2012,Isabelle,148
NY,male,2012,Asher,148
NC,male,2013,Tristan,148
NJ,female,2013,Hailey,148
NM,male,2013,Noah,148
NV,male,2013,Daniel,148
NY,female,2013,Natalia,148
NY,female,2015,Alexis,148
NY,female,2015,Morgan,148
NY,female,2015,Paige,148
NY,male,2015,Nicolas,148
NC,male,2016,Nicholas,148
NY,male,2016,Oscar,148
NY,male,2016,Sean,148
MS,male,2017,Noah,148
NC,female,2017,Willow,148
NC,male,2017,Adrian,148
NC,male,2017,Theodore,148
NJ,male,2017,Adrian,148
NJ,male,2017,Jordan,148
NY,male,2017,Ibrahim,148
NY,male,2017,Jonah,148
NY,male,2017,Thiago,148
OK,male,2010,Samuel,148
OR,male,2010,Aiden,148
PA,female,2010,Allison,148
PA,female,2010,Lucy,148
SC,male,2010,Charles,148
SC,male,2010,Logan,148
TN,female,2010,Amelia,148
TN,female,2010,Khloe,148
OH,female,2011,Madelyn,148
OK,male,2011,Bentley,148
PA,male,2011,Kyle,148
PA,male,2011,Tristan,148
OH,female,2012,Gianna,148
OH,female,2012,Sophie,148
OH,female,2012,Victoria,148
OR,female,2012,Amelia,148
TN,male,2012,Dylan,148
OH,female,2013,Annabelle,148
OH,female,2013,Skylar,148
OK,male,2013,Jayden,148
OR,male,2013,David,148
SC,male,2013,Brayden,148
OH,male,2014,Greyson,148
OH,male,2014,Jason,148
OH,male,2014,Roman,148
OK,male,2014,David,148
PA,female,2014,Caroline,148
PA,female,2014,Kendall,148
PA,male,2014,Luca,148
PA,male,2014,Micah,148
TN,female,2014,Hannah,148
TN,female,2014,Serenity,148
OH,female,2015,Clara,148
OR,female,2015,Ava,148
OR,male,2015,Logan,148
PA,male,2015,Miles,148
TN,male,2015,Jaxson,148
OK,male,2016,Michael,148
OK,male,2016,Samuel,148
OR,female,2016,Harper,148
TN,female,2016,Eleanor,148
TN,female,2016,Hannah,148
PA,female,2017,Hazel,148
UT,male,2010,Wyatt,148
TX,female,2011,Jazmine,148
TX,female,2011,Katie,148
TX,male,2011,Dante,148
UT,male,2011,Owen,148
TX,female,2012,Angelique,148
TX,female,2012,Arabella,148
TX,male,2012,Collin,148
TX,male,2012,Tucker,148
UT,male,2012,Henry,148
VA,female,2012,Hailey,148
VA,female,2012,Samantha,148
WI,male,2012,Aaron,148
WI,male,2012,Daniel,148
TX,female,2013,Amber,148
TX,female,2013,Anahi,148
TX,male,2013,Cruz,148
WA,female,2013,Lillian,148
WA,female,2013,Penelope,148
WI,female,2013,Avery,148
WI,male,2013,Jaxon,148
TX,female,2014,Paris,148
UT,male,2014,Carter,148
UT,male,2014,Logan,148
VA,female,2014,Kennedy,148
WA,female,2014,Victoria,148
WA,male,2014,Nolan,148
WI,female,2014,Zoey,148
TX,female,2015,Eliza,148
TX,female,2015,Ryleigh,148
TX,female,2015,Yaretzi,148
TX,male,2015,Alberto,148
UT,male,2015,Noah,148
WA,male,2015,Isaiah,148
VA,male,2016,Aaron,148
WA,female,2016,Nora,148
TX,male,2017,Grant,148
TX,male,2017,Jaime,148
WA,female,2017,Maya,148
WI,male,2017,Aiden,148
AL,female,2010,Mary,147
AR,male,2010,Michael,147
AZ,male,2010,Luke,147
CA,female,2010,Clara,147
CT,female,2010,Mia,147
AL,male,2011,Levi,147
CA,female,2011,Joselyn,147
CO,female,2011,Addison,147
CT,male,2011,Andrew,147
AR,male,2012,Ethan,147
AZ,female,2012,Grace,147
CA,female,2012,Anahi,147
CA,female,2012,Brenda,147
CA,male,2012,Enzo,147
AL,male,2013,Andrew,147
AR,male,2013,James,147
AZ,female,2013,Aaliyah,147
CA,female,2013,Christina,147
CA,female,2013,Kylee,147
CA,male,2013,Tanner,147
CO,male,2013,Christopher,147
CO,male,2013,Luke,147
AZ,male,2014,Jordan,147
CA,female,2014,Jordan,147
CA,male,2014,Clayton,147
CO,male,2014,Jaxon,147
CT,male,2014,Lucas,147
CT,male,2014,Owen,147
AL,female,2015,Isabella,147
AL,female,2015,Skylar,147
AZ,male,2015,Henry,147
CA,male,2015,Lukas,147
CA,male,2015,Shane,147
CO,male,2015,Andrew,147
CO,male,2015,Hunter,147
CO,male,2015,Jaxon,147
CO,male,2015,Jayden,147
CO,male,2015,Matthew,147
AL,male,2016,Levi,147
CA,female,2016,Kaitlyn,147
CO,female,2016,Sofia,147
CO,male,2016,Lincoln,147
AZ,male,2017,Nathan,147
CA,female,2017,Evangeline,147
CA,male,2017,Clayton,147
CA,male,2017,Nixon,147
FL,male,2010,Bentley,147
FL,male,2010,Bryson,147
GA,male,2010,Carlos,147
IA,male,2010,Samuel,147
FL,male,2011,Jaxon,147
GA,female,2011,Ashley,147
GA,female,2011,Audrey,147
GA,female,2011,Harper,147
GA,female,2011,Londyn,147
GA,male,2011,Xavier,147
IL,male,2011,Grayson,147
IN,female,2011,Charlotte,147
FL,female,2012,Rylee,147
GA,male,2012,Adrian,147
FL,female,2013,Eliana,147
FL,male,2013,Jayceon,147
FL,male,2013,Kai,147
GA,female,2013,Reagan,147
GA,male,2013,Kaleb,147
IL,male,2013,Hudson,147
IL,male,2013,Santiago,147
IN,male,2013,Aaron,147
KS,male,2013,Michael,147
FL,female,2014,Eliana,147
FL,male,2014,Cayden,147
FL,male,2014,Maddox,147
GA,male,2014,Kaleb,147
IL,female,2014,Aubree,147
IL,female,2014,Lydia,147
IL,male,2014,Cole,147
KS,male,2014,Elijah,147
GA,male,2015,Zachary,147
IA,male,2015,Elijah,147
IL,female,2015,Autumn,147
IL,female,2015,Paisley,147
IL,male,2015,Miles,147
IL,male,2015,Nathaniel,147
GA,male,2016,Adrian,147
IL,male,2016,Nathaniel,147
IN,male,2016,Greyson,147
IN,male,2016,Parker,147
FL,male,2017,Cole,147
GA,female,2017,Ellie,147
IL,female,2017,Hailey,147
IL,female,2017,Luna,147
IL,male,2017,Colton,147
IL,male,2017,Easton,147
IL,male,2017,Ezra,147
IL,male,2017,Jeremiah,147
MI,female,2010,Kylie,147
MD,male,2011,Henry,147
MI,female,2011,Autumn,147
MI,female,2011,Brooklynn,147
MI,female,2011,Kendall,147
MI,female,2011,Sydney,147
MO,male,2011,Hayden,147
KY,female,2012,Kaylee,147
MD,female,2012,Lily,147
MN,male,2012,Dylan,147
MN,male,2012,Hunter,147
MN,male,2012,Ryan,147
MN,male,2012,Zachary,147
KY,female,2013,Aubrey,147
LA,female,2013,Harper,147
MD,female,2013,Zoe,147
MD,male,2013,Dominic,147
MD,male,2013,Jonathan,147
MN,male,2013,Thomas,147
KY,male,2014,Owen,147
MD,female,2015,Evelyn,147
MD,male,2015,Camden,147
MD,male,2015,Connor,147
MN,male,2015,Thomas,147
MO,male,2015,Thomas,147
MA,male,2016,Carter,147
MI,male,2016,Aaron,147
MN,female,2016,Claire,147
MI,male,2017,Greyson,147
NJ,male,2010,Jose,147
NY,female,2010,Katelyn,147
NY,female,2010,Sabrina,147
NY,male,2010,Malachi,147
NC,female,2011,Morgan,147
NJ,female,2011,Addison,147
NV,male,2011,Aiden,147
NY,male,2011,Hudson,147
NC,male,2012,Oliver,147
NJ,female,2012,Sara,147
NY,female,2012,Jennifer,147
NY,female,2012,Jocelyn,147
NY,female,2012,Liliana,147
NY,female,2013,Giuliana,147
NC,female,2014,Taylor,147
NY,male,2014,Alan,147
NC,male,2015,Brandon,147
NC,male,2015,Cooper,147
NC,male,2015,Ian,147
NY,female,2015,Faith,147
NY,male,2015,Carson,147
NY,male,2015,Ezra,147
NY,male,2015,Micah,147
NY,male,2015,Wesley,147
NC,female,2016,Camila,147
NC,female,2016,Lydia,147
NC,male,2016,Camden,147
NJ,male,2016,Leo,147
NV,male,2016,Mason,147
NY,female,2016,Lydia,147
NE,male,2017,Oliver,147
NJ,female,2017,Maya,147
NJ,female,2017,Skylar,147
NY,female,2017,Adeline,147
NY,female,2017,Jade,147
NY,female,2017,Serenity,147
NY,male,2017,Mark,147
NY,male,2017,Yosef,147
OH,female,2010,Brooklynn,147
OH,female,2010,Madeline,147
OH,male,2010,Gage,147
OH,male,2010,Grant,147
OK,female,2010,Alexis,147
SC,male,2010,Alexander,147
OH,female,2011,Brooklynn,147
OH,female,2011,Trinity,147
OR,male,2011,Elijah,147
OR,male,2011,Isaac,147
SC,male,2011,Daniel,147
SC,male,2011,Logan,147
OK,male,2012,Eli,147
OR,male,2012,Owen,147
TN,male,2012,Ryan,147
OK,male,2013,Landon,147
OR,female,2013,Isabella,147
PA,male,2013,Luca,147
OK,male,2014,Aiden,147
OK,male,2014,Jackson,147
PA,female,2014,Allison,147
PA,female,2014,Molly,147
PA,male,2014,Kevin,147
SC,female,2014,Zoey,147
OH,female,2015,Kendall,147
OR,female,2015,Mia,147
PA,female,2015,Kaylee,147
PA,male,2015,Greyson,147
SC,male,2015,Daniel,147
SC,male,2015,Gabriel,147
SC,male,2015,Wyatt,147
TN,male,2015,Bryson,147
TN,male,2015,Jace,147
TN,male,2015,Sawyer,147
OH,female,2016,Serenity,147
OK,female,2016,Isabella,147
OR,male,2016,Samuel,147
SC,male,2016,Luke,147
TN,female,2016,Piper,147
OH,male,2017,Miles,147
SC,male,2017,Josiah,147
TN,female,2017,Chloe,147
TN,female,2017,Kinsley,147
TN,female,2017,Lily,147
TX,female,2010,Melany,147
VA,female,2010,Katherine,147
VA,male,2010,Eli,147
WI,male,2010,Oliver,147
UT,female,2011,Avery,147
VA,female,2011,Makayla,147
WA,male,2011,Christian,147
WI,male,2011,Carson,147
TX,female,2012,Briana,147
TX,female,2012,Eleanor,147
TX,female,2012,Lexi,147
VA,male,2012,Ian,147
WA,male,2012,Julian,147
WA,male,2012,Parker,147
WI,female,2012,Elizabeth,147
WI,male,2012,Blake,147
TX,female,2013,Alayna,147
TX,female,2013,Brynlee,147
VA,female,2013,Sarah,147
WA,female,2013,Hannah,147
WA,male,2013,Parker,147
UT,female,2014,Ava,147
UT,female,2014,Evelyn,147
WI,female,2014,Natalie,147
WI,male,2014,Charles,147
TX,female,2015,Willow,147
TX,male,2015,Judah,147
TX,male,2015,Messiah,147
UT,female,2015,Sophia,147
VA,female,2015,Kennedy,147
VA,male,2015,Gavin,147
WA,male,2015,Dylan,147
WA,male,2015,Ezra,147
TX,female,2016,Danna,147
TX,female,2016,Joanna,147
WA,male,2016,Leo,147
TX,female,2017,Jordyn,147
TX,male,2017,Brian,147
TX,male,2017,Cash,147
TX,male,2017,Travis,147
WA,male,2017,Caleb,147
WI,female,2017,Elizabeth,147
WI,male,2017,Grayson,147
AL,female,2010,Sophia,146
AR,male,2010,Jayden,146
AR,male,2010,Mason,146
CA,female,2010,Cali,146
CA,female,2010,Fiona,146
CA,female,2010,Joselyn,146
CA,male,2010,Ulises,146
CT,male,2010,Daniel,146
AL,female,2011,Aubrey,146
AZ,female,2011,Zoe,146
AZ,male,2011,Lucas,146
CA,female,2011,Denise,146
CA,female,2011,Kassandra,146
CA,female,2011,Marilyn,146
CA,male,2011,Noel,146
CO,male,2011,Ryan,146
AL,female,2012,Addison,146
AL,male,2012,Bryson,146
CA,female,2012,Lila,146
CA,male,2012,Easton,146
AL,male,2013,Christian,146
AL,male,2013,Landon,146
AL,male,2013,Matthew,146
CA,male,2013,Albert,146
CA,male,2013,Zayden,146
AR,male,2014,James,146
AZ,male,2014,Gavin,146
AZ,male,2014,Henry,146
AZ,male,2014,Josiah,146
CA,female,2014,Anabelle,146
CA,female,2014,Charlie,146
CA,male,2014,Arjun,146
CA,male,2014,Bruce,146
CT,male,2014,Andrew,146
AL,male,2015,Ethan,146
AR,male,2015,James,146
AZ,male,2015,Landon,146
CA,female,2015,Marley,146
CO,male,2015,John,146
AZ,male,2016,Ian,146
CA,female,2016,Trinity,146
CA,male,2016,Hayden,146
CA,male,2016,Phoenix,146
CO,male,2016,Luke,146
AL,male,2017,Joseph,146
AR,male,2017,William,146
CA,female,2017,Celeste,146
CA,male,2017,Jared,146
GA,male,2010,Caden,146
GA,male,2010,Julian,146
IL,female,2010,Valeria,146
IL,male,2010,George,146
IN,male,2010,Brandon,146
IL,male,2011,Miguel,146
FL,male,2012,Kai,146
FL,male,2012,Mateo,146
IL,male,2012,Diego,146
IL,male,2012,Eric,146
IL,male,2012,Gael,146
IL,male,2012,Ivan,146
FL,female,2013,Andrea,146
FL,female,2013,Destiny,146
FL,female,2013,Ellie,146
FL,female,2013,Gabrielle,146
FL,female,2013,Lilly,146
FL,male,2013,Lincoln,146
FL,male,2013,Riley,146
IL,female,2013,Caroline,146
IL,male,2013,Alex,146
IL,male,2013,Antonio,146
IN,female,2013,Lucy,146
IN,male,2013,Evan,146
FL,female,2014,Alana,146
FL,female,2014,Madelyn,146
FL,female,2014,Rylee,146
FL,female,2014,Valeria,146
GA,male,2014,Jase,146
IL,female,2014,Alexis,146
IL,female,2014,Madeline,146
IN,male,2014,Xavier,146
FL,female,2015,Emilia,146
FL,female,2015,Juliana,146
FL,female,2015,Trinity,146
GA,female,2015,Kaylee,146
IA,male,2015,Wyatt,146
IL,female,2015,Alyssa,146
IL,male,2015,Jason,146
IN,male,2015,Cameron,146
KS,female,2015,Sophia,146
KS,male,2015,Wyatt,146
FL,female,2016,Delilah,146
FL,female,2016,Isabelle,146
FL,male,2016,Harrison,146
GA,female,2016,Aubree,146
GA,male,2016,Jack,146
GA,male,2016,Justin,146
IL,male,2016,Cole,146
IN,female,2016,Layla,146
IN,male,2016,Braxton,146
FL,female,2017,Alyssa,146
FL,female,2017,Rylee,146
GA,male,2017,Ezra,146
IL,female,2017,Julia,146
IL,female,2017,Sarah,146
IN,female,2017,Zoey,146
IN,male,2017,Greyson,146
KY,male,2010,Liam,146
MA,female,2010,Alexandra,146
MI,female,2010,Mya,146
MI,male,2010,Easton,146
LA,female,2011,Khloe,146
MA,male,2011,Chase,146
MD,male,2011,Brandon,146
MI,female,2011,Harper,146
KY,male,2012,Wyatt,146
MA,female,2012,Victoria,146
MD,male,2012,Charles,146
MI,female,2012,Sofia,146
MN,male,2012,Brayden,146
MN,male,2012,Tyler,146
MO,male,2012,Dylan,146
KY,male,2013,Christopher,146
MI,male,2013,Kayden,146
MN,female,2013,Hannah,146
MN,female,2013,Lydia,146
MO,female,2013,Evelyn,146
MA,female,2014,Chloe,146
MA,male,2014,Colin,146
MD,male,2014,Colton,146
MI,female,2014,Vivian,146
MA,female,2015,Chloe,146
MA,male,2015,Declan,146
MD,female,2015,Chloe,146
MN,female,2015,Lillian,146
MN,male,2015,Hunter,146
MO,male,2015,Christopher,146
LA,female,2016,Paisley,146
MD,male,2016,Samuel,146
MN,male,2016,Easton,146
MD,female,2017,Grace,146
MD,female,2017,Sofia,146
MI,male,2017,Jeremiah,146
MN,female,2017,Elizabeth,146
MS,male,2010,Ethan,146
NC,male,2010,Nathaniel,146
NY,female,2010,Mary,146
NY,male,2010,Alejandro,146
NC,male,2011,Blake,146
NJ,female,2011,Camila,146
NJ,female,2012,Kayla,146
NV,female,2012,Olivia,146
NV,male,2012,Liam,146
NY,female,2012,Lucy,146
MS,female,2013,Emma,146
NC,female,2013,Autumn,146
NC,female,2013,Claire,146
NC,male,2013,Nathaniel,146
NJ,female,2013,Brianna,146
NY,female,2013,Brooklyn,146
NY,female,2013,Ellie,146
NC,male,2014,Kaiden,146
NJ,female,2015,Penelope,146
NJ,male,2015,Landon,146
NY,female,2015,London,146
NY,male,2015,Camden,146
NC,male,2016,Silas,146
NC,male,2016,Weston,146
NJ,female,2016,Evelyn,146
NY,female,2016,Fiona,146
NY,female,2016,Rose,146
NY,female,2016,Valerie,146
OH,male,2010,Grayson,146
OH,male,2010,Kevin,146
PA,female,2010,Aaliyah,146
PA,male,2010,Micah,146
OH,male,2011,Josiah,146
SC,male,2011,Alexander,146
TN,female,2011,Amelia,146
TN,female,2011,Natalie,146
PA,male,2012,Max,146
TN,female,2012,Alexis,146
TN,female,2012,Khloe,146
TN,female,2012,Layla,146
OH,female,2013,Payton,146
OH,male,2013,Miles,146
OK,female,2013,Abigail,146
OR,female,2013,Amelia,146
TN,male,2013,Austin,146
TN,male,2013,Gavin,146
OH,male,2014,Hayden,146
OH,male,2014,Ian,146
OR,male,2014,Lucas,146
PA,female,2014,Aaliyah,146
PA,female,2014,Faith,146
PA,male,2014,Jase,146
SC,male,2014,Caleb,146
TN,male,2014,Jaxson,146
OH,male,2015,Declan,146
OK,male,2015,Luke,146
OR,male,2015,Lucas,146
OR,male,2015,Owen,146
TN,female,2015,Hannah,146
PA,female,2016,Aubree,146
PA,female,2016,Bella,146
SC,male,2016,Samuel,146
TN,female,2016,Caroline,146
TN,male,2016,Cameron,146
OH,female,2017,Nevaeh,146
OR,female,2017,Evelyn,146
OR,male,2017,Elijah,146
PA,female,2017,Autumn,146
SC,male,2017,Kingston,146
TX,female,2010,Skylar,146
TX,male,2010,Raymond,146
UT,female,2010,Addison,146
UT,female,2010,Emily,146
WA,female,2010,Audrey,146
WA,male,2010,Charles,146
WA,male,2010,Jose,146
WI,female,2010,Evelyn,146
TX,female,2011,Arely,146
TX,female,2011,Crystal,146
TX,female,2011,Julissa,146
UT,female,2011,Chloe,146
UT,male,2011,Daniel,146
VA,female,2011,Brianna,146
TX,female,2012,Londyn,146
TX,female,2012,Shelby,146
TX,male,2012,Alberto,146
TX,male,2012,Andre,146
TX,male,2012,Arian,146
TX,female,2013,Alaina,146
TX,female,2013,Melany,146
TX,male,2013,Avery,146
TX,male,2013,Cason,146
UT,male,2013,Alexander,146
VA,female,2013,Alexis,146
VA,male,2013,Sebastian,146
WA,female,2013,Zoe,146
WA,male,2013,Gavin,146
TX,female,2014,Diana,146
TX,female,2014,Lila,146
TX,female,2014,Summer,146
TX,male,2014,Graham,146
TX,male,2014,Travis,146
VA,male,2014,Nathaniel,146
WA,female,2014,Addison,146
WA,female,2014,Natalie,146
WI,male,2014,David,146
VA,female,2015,Mackenzie,146
VA,female,2015,Nora,146
WA,female,2015,Stella,146
TX,male,2016,Corbin,146
VA,female,2016,Sadie,146
TX,female,2017,Cecilia,146
TX,female,2017,Jacqueline,146
TX,male,2017,Emmett,146
VA,female,2017,Zoe,146
VA,male,2017,Jason,146
WI,female,2017,Abigail,146
AL,female,2010,Alexis,145
AL,male,2010,Tyler,145
AZ,female,2010,Zoe,145
CA,female,2010,Dana,145
CA,male,2010,Calvin,145
CA,male,2010,Jakob,145
CT,male,2010,Nathan,145
AL,male,2011,Alexander,145
AL,male,2011,Carter,145
AL,male,2011,Hunter,145
AZ,female,2011,Avery,145
AZ,female,2011,Ella,145
CA,female,2011,Cassandra,145
CA,female,2011,Nathalie,145
CA,female,2011,Sarai,145
CA,male,2011,Izaiah,145
CA,male,2011,Mathew,145
CT,male,2011,James,145
AZ,male,2012,Jaxon,145
CA,female,2012,Arabella,145
CA,female,2012,Kiara,145
CA,male,2012,Simon,145
CT,male,2012,Nicholas,145
AL,female,2013,Emily,145
AZ,male,2013,Evan,145
AZ,male,2013,Ian,145
AZ,male,2013,Xavier,145
CA,female,2013,Danielle,145
CA,female,2013,Fernanda,145
CT,male,2013,Benjamin,145
AZ,male,2014,Ian,145
CA,female,2014,Selena,145
CA,female,2014,Willow,145
CA,male,2014,Bryson,145
CA,male,2014,Myles,145
CO,female,2014,Lily,145
AZ,male,2015,Carlos,145
CA,female,2015,Lila,145
CO,male,2015,Carter,145
CO,male,2015,Sebastian,145
AL,female,2016,Charlotte,145
AL,male,2016,Joshua,145
AZ,female,2016,Madison,145
CA,female,2016,Janelle,145
CA,female,2016,June,145
CA,female,2016,Mary,145
CA,female,2016,Nayeli,145
CA,female,2016,Renata,145
CA,male,2016,Jared,145
CT,female,2016,Abigail,145
AL,female,2017,Ella,145
AL,male,2017,Oliver,145
AZ,male,2017,Caleb,145
AZ,male,2017,Josiah,145
CA,male,2017,Ezequiel,145
CA,male,2017,Jay,145
FL,female,2010,Madelyn,145
GA,female,2010,Jasmine,145
GA,female,2010,Kennedy,145
GA,female,2010,Mackenzie,145
GA,male,2010,Ayden,145
IA,male,2010,Benjamin,145
IA,male,2010,Evan,145
IN,female,2010,Natalie,145
FL,female,2011,Jocelyn,145
GA,female,2011,Jasmine,145
IA,male,2011,Logan,145
IL,female,2011,Ariana,145
FL,male,2012,Hayden,145
FL,male,2012,Jonah,145
FL,male,2012,Kenneth,145
GA,female,2012,Grace,145
GA,male,2012,Kaleb,145
IL,female,2012,Andrea,145
IL,female,2012,Autumn,145
IN,female,2012,Gabriella,145
KS,female,2012,Elizabeth,145
KS,male,2012,Elijah,145
GA,male,2013,Camden,145
IL,female,2013,Jocelyn,145
IL,female,2013,Katherine,145
IL,male,2013,Jase,145
IN,female,2013,Natalie,145
IN,male,2013,Jonathan,145
FL,male,2014,Jonah,145
FL,male,2014,Kaden,145
GA,female,2014,Annabelle,145
GA,female,2014,Mackenzie,145
IL,female,2014,Hailey,145
IL,female,2014,Kylie,145
IL,male,2014,Ivan,145
FL,female,2015,Lilly,145
GA,female,2015,Piper,145
FL,female,2016,Andrea,145
FL,male,2016,Marcus,145
FL,male,2016,Steven,145
GA,female,2016,Audrey,145
GA,female,2016,Khloe,145
GA,female,2016,London,145
IL,female,2016,Hailey,145
IL,female,2016,Vivian,145
IN,male,2016,Leo,145
FL,female,2017,Valerie,145
FL,male,2017,Camden,145
FL,male,2017,Declan,145
GA,female,2017,Londyn,145
GA,female,2017,Sarah,145
IL,female,2017,Eva,145
IL,male,2017,Greyson,145
KY,male,2010,Connor,145
MA,male,2010,Kevin,145
MD,male,2010,Connor,145
MD,male,2010,Zachary,145
MI,female,2010,London,145
MI,female,2010,Paige,145
LA,male,2011,Cameron,145
MD,female,2011,Natalie,145
MD,male,2011,Evan,145
MN,female,2011,Hailey,145
MA,male,2012,Robert,145
MD,male,2012,Blake,145
MD,male,2013,Brayden,145
MD,male,2013,Tyler,145
LA,male,2014,Levi,145
MD,male,2014,Aaron,145
MI,male,2014,Ayden,145
MN,male,2014,Andrew,145
KY,female,2015,Amelia,145
LA,male,2015,Christian,145
LA,male,2015,Eli,145
MD,male,2015,Charles,145
MD,male,2015,Jeremiah,145
MI,female,2015,Eleanor,145
LA,female,2016,Chloe,145
LA,male,2016,Jaxon,145
MD,female,2016,Riley,145
MI,male,2016,Greyson,145
MI,male,2016,Jayce,145
MI,male,2016,Nicholas,145
MA,female,2017,Lillian,145
MA,female,2017,Sofia,145
MA,male,2017,Sebastian,145
NV,male,2010,David,145
NV,male,2010,Logan,145
NY,female,2010,Aubrey,145
NY,female,2010,Keira,145
NY,male,2010,Cristian,145
NC,female,2011,Lauren,145
NC,male,2011,Xavier,145
NJ,female,2011,Brielle,145
NJ,female,2011,Maya,145
NY,female,2011,Daniela,145
NY,male,2011,Declan,145
NJ,male,2012,Cameron,145
NJ,male,2012,Ian,145
NY,female,2012,Stephanie,145
NC,female,2013,Genesis,145
NM,female,2013,Sophia,145
NV,male,2013,Liam,145
NY,female,2013,Annabelle,145
NJ,female,2014,Natalie,145
NJ,female,2014,Scarlett,145
NJ,male,2014,Landon,145
NY,female,2014,Alina,145
NY,female,2014,Rebecca,145
NY,male,2014,King,145
NC,female,2015,Autumn,145
NC,female,2015,Lydia,145
NC,male,2015,Micah,145
NJ,male,2015,Robert,145
NV,male,2015,Anthony,145
NY,female,2015,Sydney,145
NY,male,2015,Ivan,145
NY,male,2015,Preston,145
NC,female,2016,Aubree,145
NC,female,2016,Stella,145
NC,male,2016,Gavin,145
NJ,male,2016,Jeremiah,145
NY,female,2016,Paige,145
NC,female,2017,Stella,145
NC,female,2017,Zoe,145
NJ,female,2017,Emilia,145
NV,male,2017,Michael,145
NY,female,2017,Adriana,145
NY,female,2017,Nicole,145
NY,male,2017,Nicolas,145
OH,male,2010,Ashton,145
OH,male,2010,Caden,145
OH,male,2010,Jaxon,145
PA,female,2010,Jocelyn,145
PA,male,2010,Gage,145
TN,male,2010,Zachary,145
OH,female,2011,Arianna,145
OH,female,2011,Madeline,145
OH,female,2011,Mya,145
OH,male,2011,Justin,145
OH,male,2011,Kayden,145
OK,male,2011,Joshua,145
PA,female,2011,Sophie,145
TN,female,2011,Mia,145
OH,female,2012,Lauren,145
OH,female,2012,Trinity,145
OR,male,2012,Isaac,145
OR,male,2012,Oliver,145
TN,male,2012,Brantley,145
OH,female,2013,Quinn,145
OH,female,2013,Violet,145
OR,male,2013,Daniel,145
PA,female,2013,Kennedy,145
PA,female,2013,Stella,145
SC,male,2013,Gabriel,145
TN,male,2013,Jordan,145
OH,male,2014,Declan,145
PA,female,2014,Brooke,145
PA,female,2014,Quinn,145
TN,male,2014,Kayden,145
OK,male,2015,Cooper,145
PA,male,2015,Theodore,145
TN,female,2015,Ellie,145
PA,female,2016,Willow,145
SC,female,2016,Riley,145
SC,female,2016,Skylar,145
OH,female,2017,Caroline,145
OH,female,2017,Sadie,145
OH,male,2017,Bennett,145
OH,male,2017,Kayden,145
OK,female,2017,Amelia,145
OR,male,2017,Lucas,145
TN,female,2017,Aubrey,145
TX,female,2010,Angel,145
WA,female,2010,Anna,145
WI,female,2010,Lillian,145
WI,male,2010,Chase,145
WI,male,2010,Isaiah,145
WI,male,2010,Parker,145
TX,female,2011,Addyson,145
TX,female,2011,Audrina,145
TX,female,2011,Itzel,145
TX,female,2011,Penelope,145
TX,male,2011,Maximus,145
UT,male,2011,Oliver,145
WI,male,2011,Charles,145
TX,female,2012,Alaina,145
TX,female,2012,Alicia,145
TX,male,2012,Camden,145
UT,male,2012,Wyatt,145
VA,female,2012,Gabriella,145
VA,male,2012,Xavier,145
WA,female,2012,Sofia,145
TX,female,2013,Nayeli,145
TX,male,2013,Noel,145
VA,female,2013,Zoey,145
WA,male,2013,Austin,145
WA,male,2013,Brayden,145
WA,male,2013,Hudson,145
WI,female,2013,Lily,145
WV,male,2013,Liam,145
TX,female,2014,Juliette,145
TX,female,2014,Quinn,145
